hebrew,transliteration,root,pos,gender,verb_group,pattern,number,other_descriptors,translation,pos_raw,entry_url,page
לִינָה,lina,ל - ו - ן,Noun,feminine,,ktila,,,"accommodation, lodging","Noun – ktila pattern, feminine",https://www.pealim.com/dict/8349-lina/,267
לָלוּן,lalun,ל - ו - ן,Verb,,pa'al,,,,"to lodge, to stay overnight",Verb – pa'al,https://www.pealim.com/dict/987-lalun/,267
לָלוּשׁ,lalush,ל - ו - שׁ,Verb,,pa'al,,,,to knead (dough),Verb – pa'al,https://www.pealim.com/dict/989-lalush/,267
לַח,lach,ל - ח - ח,Adjective,,,kal,,,"moist, damp, humid",Adjective – kal pattern,https://www.pealim.com/dict/6201-lach/,267
לֶחִי,lechi,ל - ח - ה,Noun,feminine,,ketel,,,cheek; jaw (of a tool),"Noun – ketel pattern, feminine",https://www.pealim.com/dict/4487-lechi/,267
לְחִינָּם,lechinam,-,Adverb,,,,,,"in vain, for nothing",Adverb,https://www.pealim.com/dict/8382-lechinam/,267
לְלַחֵךְ,lelachech,ל - ח - ך,Verb,,pi'el,,,,"to graze; to consume, to devour",Verb – pi'el,https://www.pealim.com/dict/2575-lelachech/,267
לִלְחוֹךְ,lilchoch,ל - ח - ך,Verb,,pa'al,,,,"to graze, to lick (lit.); to consume, to devour (lit.)",Verb – pa'al,https://www.pealim.com/dict/2574-lilchoch/,268
לִלְחוֹם,lilchom,ל - ח - ם,Verb,,pa'al,,,,"to fight, to battle",Verb – pa'al,https://www.pealim.com/dict/990-lilchom/,268
לְהִילָּחֵם,lehilachem,ל - ח - ם,Verb,,nif'al,,,,"to fight, to struggle, to battle",Verb – nif'al,https://www.pealim.com/dict/991-lehilachem/,268
לְחִימָה,lechima,ל - ח - ם,Noun,feminine,,ktila,,,fighting (military),"Noun – ktila pattern, feminine",https://www.pealim.com/dict/3037-lechima/,268
לֶחֶם,lechem,ל - ח - ם,Noun,masculine,,ketel,,,bread,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/3038-lechem/,268
מַלְחֵם,malchem,ל - ח - ם,Noun,masculine,,maktel,,,"blowtorch, soldering iron","Noun – maktel pattern, masculine",https://www.pealim.com/dict/3507-malchem/,268
מִלְחָמָה,milchama,ל - ח - ם,Noun,feminine,,miktala,,,war,"Noun – miktala pattern, feminine",https://www.pealim.com/dict/3704-milchama/,268
לוֹחְמָה,lochma,ל - ח - ם,Noun,feminine,,kotla,,,"warfare, military tactics","Noun – kotla pattern, feminine",https://www.pealim.com/dict/8145-lochma/,268
לְהַלְחִים,lehalchim,ל - ח - ם,Verb,,hif'il,,,,"to weld, to solder",Verb – hif'il,https://www.pealim.com/dict/992-lehalchim/,268
לַחְמָנִיָּה,lachmaniya,ל - ח - ם,Noun,,,,,,"bun, roll",Noun,https://www.pealim.com/dict/8900-lachmaniya/,268
לוֹחֵם,lochem,ל - ח - ם,Noun,masculine,,kotel,,,"fighter, warrior, soldier","Noun – kotel pattern, masculine",https://www.pealim.com/dict/9083-lochem/,268
לַחַן,lachan,ל - ח - ן,Noun,masculine,,ketel,,,"melody, tune","Noun – ketel pattern, masculine",https://www.pealim.com/dict/3414-lachan/,268
לְהַלְחִין,lehalchin,ל - ח - ן,Verb,,hif'il,,,,to compose (music),Verb – hif'il,https://www.pealim.com/dict/993-lehalchin/,268
לִלְחוֹץ,lilchotz,ל - ח - ץ,Verb,,pa'al,,,,"to press, to squeeze",Verb – pa'al,https://www.pealim.com/dict/994-lilchotz/,268
לְחִיצָה,lechitza,ל - ח - ץ,Noun,feminine,,ktila,,,pressing (e. g. a button); handshake (לחיצת יד),"Noun – ktila pattern, feminine",https://www.pealim.com/dict/2823-lechitza/,268
לַחַץ,lachatz,ל - ח - ץ,Noun,masculine,,ketel,,,pressure; stress,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/2824-lachatz/,269
לָחוּץ,lachutz,ל - ח - ץ,Adjective,,,katul,,,"pressed, squeezed, squashed; anxious, stressed out (coll.)",Adjective – katul pattern,https://www.pealim.com/dict/8721-lachutz/,269
לְהַלְחִיץ,lehalchitz,ל - ח - ץ,Verb,,hif'il,,,,"to pressure, to rush; to worry (coll.)",Verb – hif'il,https://www.pealim.com/dict/2508-lehalchitz/,269
לְהִילָּחֵץ,lehilachetz,ל - ח - ץ,Verb,,nif'al,,,,"to be pressed, to be under pressure",Verb – nif'al,https://www.pealim.com/dict/995-lehilachetz/,269
לִלְחוֹשׁ,lilchosh,ל - ח - שׁ,Verb,,pa'al,,,,to whisper,Verb – pa'al,https://www.pealim.com/dict/996-lilchosh/,269
לְהִתְלַחֵשׁ,lehitlachesh,ל - ח - שׁ,Verb,,hitpa'el,,,,to whisper (to converse in whisper),Verb – hitpa'el,https://www.pealim.com/dict/997-lehitlachesh/,269
לַחַשׁ,lachash,ל - ח - שׁ,Noun,masculine,,ketel,,,whisper; spell,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/9284-lachash/,269
לְהִתְלַחְשֵׁשׁ,lehitlachshesh,ל - ח - שׁ - שׁ,Verb,,hitpa'el,,,,to whisper (between each other),Verb – hitpa'el,https://www.pealim.com/dict/2572-lehitlachshesh/,269
לְטָאָה,leta'a,-,Noun,feminine,,,,,lizard,Noun – feminine,https://www.pealim.com/dict/7459-letaa/,269
לְלַטֵּף,lelatef,ל - ט - ף,Verb,,pi'el,,,,"to stroke, to caress",Verb – pi'el,https://www.pealim.com/dict/998-lelatef/,269
לִלְטוֹף,liltof,ל - ט - ף,Verb,,pa'al,,,,"to stroke, to caress (lit.)",Verb – pa'al,https://www.pealim.com/dict/2768-liltof/,269
לִלְטוֹשׁ,liltosh,ל - ט - שׁ,Verb,,pa'al,,,,to sharpen (dated); to pour cold water on something,Verb – pa'al,https://www.pealim.com/dict/999-liltosh/,269
לְלַטֵּשׁ,lelatesh,ל - ט - שׁ,Verb,,pi'el,,,,"to polish, to shine",Verb – pi'el,https://www.pealim.com/dict/1000-lelatesh/,269
לִיטּוּשׁ,litush,ל - ט - שׁ,Noun,masculine,,kittul,,,"polishing, burnishing, shining; refinement","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6713-litush/,269
לְיַד,leyad,-,Preposition,,,,,,"near, next to",Preposition,https://www.pealim.com/dict/4108-leyad/,269
לִידֵי,lidei,-,Preposition,,,,,,"into the hands of; to, over to, for, to the attention of",Preposition,https://www.pealim.com/dict/8393-lidei/,270
לֵילִי,leili,ל - י - ל,Adjective,,,,,,"night, nocturnal",Adjective,https://www.pealim.com/dict/4951-leili/,270
לַיְלָה,layla,ל - י - ל,Noun,masculine,,ketel,,,night,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/4234-layla/,270
לִילָךְ,lilach,-,Noun,masculine,,,,,lilac,Noun – masculine,https://www.pealim.com/dict/5461-lilach/,270
לִימוֹן,limon,-,Noun,,,,,,🍋 lemon,Noun,https://www.pealim.com/dict/7060-limon/,270
לְהִתְלוֹצֵץ,lehitlotzetz,ל - י - ץ,Verb,,hitpa'el,,,,"to joke, to jest",Verb – hitpa'el,https://www.pealim.com/dict/1001-lehitlotzetz/,270
מֵלִיץ,melitz,ל - י - ץ,Noun,masculine,,maktil,,,"translator, interpreter (biblical); advocate, interceder","Noun – maktil pattern, masculine",https://www.pealim.com/dict/4051-melitz/,270
לָלִיץ,lalitz,ל - י - ץ,Verb,,pa'al,,,,"to ridicule, to mock (archaic)",Verb – pa'al,https://www.pealim.com/dict/5126-lalitz/,270
הֲלָצָה,halatza,ל - י - ץ,Noun,feminine,,haktala,,,"joke, jest","Noun – haktala pattern, feminine",https://www.pealim.com/dict/9102-halatza/,270
לֵיצָן,letzan,-,Noun,,,,,,"clown, jester, merrymaker",Noun,https://www.pealim.com/dict/8922-letzan/,270
לִכְאוֹרָה,lich'ora,-,Adverb,,,,,,"seemingly, apparently, theoretically, supposedly, allegedly",Adverb,https://www.pealim.com/dict/8202-lichora/,270
לְכָאן,lechan,-,Adverb,,,,,,"here (direction), hither",Adverb,https://www.pealim.com/dict/7539-lechan/,270
לִלְכּוֹד,lilkod,ל - כ - ד,Verb,,pa'al,,,,"to capture, to trap",Verb – pa'al,https://www.pealim.com/dict/2512-lilkod/,270
לְהִתְלַכֵּד,lehitlaked,ל - כ - ד,Verb,,hitpa'el,,,,"to become united, to consolidate",Verb – hitpa'el,https://www.pealim.com/dict/1003-lehitlaked/,270
לִיכּוּד,likud,ל - כ - ד,Noun,masculine,,kittul,,,"consolidation, unification","Noun – kittul pattern, masculine",https://www.pealim.com/dict/4423-likud/,270
מַלְכּוֹדֶת,malkodet,ל - כ - ד,Noun,feminine,,maktolet,,,trap,"Noun – maktolet pattern, feminine",https://www.pealim.com/dict/5432-malkodet/,271
לָכוּד,lachud,ל - כ - ד,Adjective,,,katul,,,"captured, trapped",Adjective – katul pattern,https://www.pealim.com/dict/4422-lachud/,271
לְהִילָּכֵד,lehilached,ל - כ - ד,Verb,,nif'al,,,,to be captured,Verb – nif'al,https://www.pealim.com/dict/4436-lehilached/,271
לְלַכֵּד,lelaked,ל - כ - ד,Verb,,pi'el,,,,"to unite, to consolidate",Verb – pi'el,https://www.pealim.com/dict/1002-lelaked/,271
לְהִתְלַכְלֵךְ,lehitlachlech,ל - כ - ל - ך,Verb,,hitpa'el,,,,to become dirty,Verb – hitpa'el,https://www.pealim.com/dict/1005-lehitlachlech/,271
לְלַכְלֵךְ,lelachlech,ל - כ - ל - ך,Verb,,pi'el,,,,"to dirty, to soil",Verb – pi'el,https://www.pealim.com/dict/1004-lelachlech/,271
מְלוּכְלָךְ,meluchlach,ל - כ - ל - ך,Adjective,,,mekuttal,,,dirty,Adjective – mekuttal pattern,https://www.pealim.com/dict/5989-meluchlach/,271
לִיכְלוּךְ,lichluch,ל - כ - ל - ך,Noun,masculine,,kittul,,,"dirt, trash, litter, mess; dirtying, messing, soiling","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6776-lichluch/,271
לָכֵן,lachen,-,Adverb,,,,,,"therefore, so",Adverb,https://www.pealim.com/dict/7133-lachen/,271
לַכְסִין,lachsin,ל - כ - ס - ן,Adjective,,,kattil,,,"diagonalisable (matrix, in mathematics)",Adjective – kattil pattern,https://www.pealim.com/dict/4187-lachsin/,271
לְלַכְסֵן,lelachsen,ל - כ - ס - ן,Verb,,pi'el,,,,"to diagonalise (a matrix, in mathematics)",Verb – pi'el,https://www.pealim.com/dict/4185-lelachsen/,271
לִיכְסוּן,lichsun,ל - כ - ס - ן,Noun,masculine,,kittul,,,"diagonalisation (a matrix, in mathematics)","Noun – kittul pattern, masculine",https://www.pealim.com/dict/4186-lichsun/,271
לְלֹא,lelo,-,Adverb,,,,,,without,Adverb,https://www.pealim.com/dict/8377-lelo/,271
לִלְמוֹד,lilmod,ל - מ - ד,Verb,,pa'al,,,,"to learn, to study",Verb – pa'al,https://www.pealim.com/dict/41-lilmod/,271
לְהִתְלַמֵּד,lehitlamed,ל - מ - ד,Verb,,hitpa'el,,,,"to study, to teach oneself (rare)",Verb – hitpa'el,https://www.pealim.com/dict/6040-lehitlamed/,271
תַּלְמוּד,talmud,ל - מ - ד,Noun,masculine,,taktul,,,Talmud,"Noun – taktul pattern, masculine",https://www.pealim.com/dict/3623-talmud/,272
לָמִיד,lamid,ל - מ - ד,Adjective,,,katil,,,"learnable, apprehensible",Adjective – katil pattern,https://www.pealim.com/dict/8785-lamid/,272
תַּלְמִיד,talmid,ל - מ - ד,Noun,masculine,,taktil,,,"student, pupil","Noun – taktil pattern, masculine",https://www.pealim.com/dict/3610-talmid/,272
לְמִידָה,lemida,ל - מ - ד,Noun,feminine,,ktila,,,"studying, learning","Noun – ktila pattern, feminine",https://www.pealim.com/dict/7789-lemida/,272
לְלַמֵּד,lelamed,ל - מ - ד,Verb,,pi'el,,,,"to teach, to tutor",Verb – pi'el,https://www.pealim.com/dict/42-lelamed/,272
לְהִילָּמֵד,lehilamed,ל - מ - ד,Verb,,nif'al,,,,"to be taught (of a topic, material)",Verb – nif'al,https://www.pealim.com/dict/1006-lehilamed/,272
לִימּוּד,limud,ל - מ - ד,Noun,masculine,,kittul,,,"class, learning, studies (also in pl.)","Noun – kittul pattern, masculine",https://www.pealim.com/dict/2652-limud/,272
לָמוּד,lamud,ל - מ - ד,Adjective,,,katul,,,"educated, learned; well versed, experienced, knowledgeable",Adjective – katul pattern,https://www.pealim.com/dict/6423-lamud/,272
לַמְדָן,lamdan,ל - מ - ד,Noun,masculine,,katlan,,,erudite,"Noun – katlan pattern, masculine",https://www.pealim.com/dict/9024-lamdan/,272
לַמָּה,lama,-,Adverb,,,,,,why,Adverb,https://www.pealim.com/dict/4785-lama/,272
לְמָחֳרָת,lemochorat,-,Adverb,,,,,,"the following day, the day after",Adverb,https://www.pealim.com/dict/8552-lemochorat/,272
לְמַעַן,lema'an,-,Preposition,,,,,,"for the sake of, for the benefit of; in order to, so that (lit.)",Preposition,https://www.pealim.com/dict/5831-lemaan/,272
לֶסֶת,leset,ל - ס - ת,Noun,feminine,,ketel,,,"jaw, mandible","Noun – ketel pattern, feminine",https://www.pealim.com/dict/8436-leset/,272
לִלְעוֹג,lil'og,ל - ע - ג,Verb,,pa'al,,,,"to ridicule, to make fun of",Verb – pa'al,https://www.pealim.com/dict/1007-lilog/,272
לַעַג,la'ag,ל - ע - ג,Noun,masculine,,ketel,,,"ridicule, belittlement, disparagement","Noun – ketel pattern, masculine",https://www.pealim.com/dict/8011-laag/,272
לְהַלְעִיג,lehal'ig,ל - ע - ג,Verb,,hif'il,,,,"to mock, to ridicule, to make fun of (על) (lit.)",Verb – hif'il,https://www.pealim.com/dict/7148-lehalig/,273
לְעוֹלָם,le'olam,-,Adverb,,,,,,forever; always (in the future); never (in a negative sentence),Adverb,https://www.pealim.com/dict/8256-leolam/,273
לְהַלְעִיז,lehal'iz,ל - ע - ז,Verb,,hif'il,,,,"to slander, to libel",Verb – hif'il,https://www.pealim.com/dict/8731-lehaliz/,273
לוֹעֵז,lo'ez,ל - ע - ז,Adjective,,,kotel,,,"foreign, non-Hebrew (rare)",Adjective – kotel pattern,https://www.pealim.com/dict/6347-loez/,273
לוֹעֲזִי,lo'azi,ל - ע - ז,Adjective,,,,,,"foreign, non-Hebrew (word or language",Adjective,https://www.pealim.com/dict/6348-loazi/,273
לוֹעֲזִיּוּת,lo'aziyut,ל - ע - ז,Noun,feminine,,,,,foreignness (of a non-Hebrew word or language),Noun – feminine,https://www.pealim.com/dict/6349-loaziyut/,273
לְהַלְעִיט,lehal'it,ל - ע - ט,Verb,,hif'il,,,,"to overfeed, to stuff",Verb – hif'il,https://www.pealim.com/dict/1008-lehalit/,273
לְעִיתִּים,le'itim,-,Adverb,,,,,,"sometimes, from time to time",Adverb,https://www.pealim.com/dict/7587-leitim/,273
לְלַעְלֵעַ,lela'alea,ל - ע - ל - ע,Verb,,pi'el,,,,"to stammer, to utter a strangled sound (lit.)",Verb – pi'el,https://www.pealim.com/dict/5156-lelaalea/,273
לִלְעוֹס,lil'os,ל - ע - ס,Verb,,pa'al,,,,to chew,Verb – pa'al,https://www.pealim.com/dict/1009-lilos/,273
לוֹעַ,loa,ל - ע - ע,Noun,masculine,,kotel,,,"pharynx, throat (anatomy); maw, open mouth; muzzle (weaponry) crater (volcanic)","Noun – kotel pattern, masculine",https://www.pealim.com/dict/7832-loa/,273
לְפָחוֹת,lefachot,-,Adverb,,,,,,at least,Adverb,https://www.pealim.com/dict/7548-lefachot/,273
לְפִי,lefi,-,Preposition,,,,,,according to,Preposition,https://www.pealim.com/dict/3840-lefi/,273
לְפִיכָךְ,lefichach,-,Conjunction,,,,,,"therefore, for this reason",Conjunction,https://www.pealim.com/dict/7966-lefichach/,273
לִפְנֵי,lifnei,-,Preposition,,,,,,"before, in front of",Preposition,https://www.pealim.com/dict/6016-lifnei/,273
לְפָנִים,lefanim,-,Adverb,,,,,,"in front, at the front; formerly, in the past",Adverb,https://www.pealim.com/dict/7975-lefanim/,274
לִפְעָמִים,lif'amim,-,Adverb,,,,,,sometimes,Adverb,https://www.pealim.com/dict/7545-lifamim/,274
לְלַפֵּף,lelapef,ל - פ - ף,Verb,,pi'el,,,,"to wrap, to bind",Verb – pi'el,https://www.pealim.com/dict/1010-lelapef/,274
לִלְפּוֹת,lilpot,ל - פ - ת,Verb,,pa'al,,,,to grasp tightly,Verb – pa'al,https://www.pealim.com/dict/1011-lilpot/,274
לְפִיתָה,lefita,ל - פ - ת,Noun,feminine,,ktila,,,"grip, grasping","Noun – ktila pattern, feminine",https://www.pealim.com/dict/3690-lefita/,274
לֶפֶת,lefet,ל - פ - ת,Noun,feminine,,ketel,,,turnip,"Noun – ketel pattern, feminine",https://www.pealim.com/dict/8114-lefet/,274
לְהִילָּפֵת,lehilafet,ל - פ - ת,Verb,,nif'al,,,,"to recoil, to flinch, to shrink (biblical)",Verb – nif'al,https://www.pealim.com/dict/8517-lehilafet/,274
לְלַפֵּת,lelapet,ל - פ - ת,Verb,,pi'el,,,,"to season, to flavour (lit.)",Verb – pi'el,https://www.pealim.com/dict/8115-lelapet/,274
לְפֶתַע,lefeta,-,Adverb,,,,,,"suddenly, all at once, all of a sudden",Adverb,https://www.pealim.com/dict/8846-lefeta/,274
לְהִתְלַקֵּחַ,lehitlakeach,ל - ק - ח,Verb,,hitpa'el,,,,"to catch fire, to burst into flames",Verb – hitpa'el,https://www.pealim.com/dict/1015-lehitlakeach/,274
לָקוֹחַ,lakoach,ל - ק - ח,Noun,masculine,,,,,"client, customer",Noun – masculine,https://www.pealim.com/dict/5582-lakoach/,274
לָקַחַת,lakachat,ל - ק - ח,Verb,,pa'al,,,,to take,Verb – pa'al,https://www.pealim.com/dict/2427-lakachat/,274
לֶקַח,lekach,ל - ק - ח,Noun,masculine,,ketel,,,"lesson, conclusion","Noun – ketel pattern, masculine",https://www.pealim.com/dict/3900-lekach/,274
לְקִיחָה,lekicha,ל - ק - ח,Noun,feminine,,ktila,,,"taking, receiving","Noun – ktila pattern, feminine",https://www.pealim.com/dict/4547-lekicha/,274
מֶלְקָחַייִם,melkachayim,ל - ק - ח,Noun,masculine,,miktal,,,tongs,"Noun – miktal pattern, masculine",https://www.pealim.com/dict/8609-melkachayim/,274
מֶלְקַחַת,melkachat,ל - ק - ח,Noun,feminine,,miktelet,,,"plier, pair of pliers","Noun – miktelet pattern, feminine",https://www.pealim.com/dict/8608-melkachat/,275
לְהִילָּקֵחַ,lehilakeach,ל - ק - ח,Verb,,nif'al,,,,to be taken,Verb – nif'al,https://www.pealim.com/dict/1014-lehilakeach/,275
לְהִילָּקֵט,lehilaket,ל - ק - ט,Verb,,nif'al,,,,"to be collected, gathered",Verb – nif'al,https://www.pealim.com/dict/1017-lehilaket/,275
יַלְקוּט,yalkut,ל - ק - ט,Noun,masculine,,yaktul,,,"bag, schoolbag; collection","Noun – yaktul pattern, masculine",https://www.pealim.com/dict/5173-yalkut/,275
לְהִתְלַקֵּט,lehitlaket,ל - ק - ט,Verb,,hitpa'el,,,,"to congregate, to assemble",Verb – hitpa'el,https://www.pealim.com/dict/7462-lehitlaket/,275
לְלַקֵּט,lelaket,ל - ק - ט,Verb,,pi'el,,,,"to collect, to gather",Verb – pi'el,https://www.pealim.com/dict/1018-lelaket/,275
לִיקּוּט,likut,ל - ק - ט,Noun,masculine,,kittul,,,"gathering, assembling, harvesting","Noun – kittul pattern, masculine",https://www.pealim.com/dict/9257-likut/,275
לִלְקוֹט,lilkot,ל - ק - ט,Verb,,pa'al,,,,"to gather, to collect (lit.)",Verb – pa'al,https://www.pealim.com/dict/1016-lilkot/,275
לֶקֶט,leket,ל - ק - ט,Noun,masculine,,ketel,,,"anthology, collection","Noun – ketel pattern, masculine",https://www.pealim.com/dict/6480-leket/,275
לִלְקוֹת,lilkot,ל - ק - ה,Verb,,pa'al,,,,to become ill (with) (ב-),Verb – pa'al,https://www.pealim.com/dict/1012-lilkot/,275
לִיקּוּי,likuy,ל - ק - ה,Noun,masculine,,kittul,,,"defect, shortcoming; eclipse","Noun – kittul pattern, masculine",https://www.pealim.com/dict/4783-likuy/,275
לָקוּי,lakuy,ל - ק - ה,Adjective,,,katul,,,"defective, deficient",Adjective – katul pattern,https://www.pealim.com/dict/4782-lakuy/,275
לְהַלְקוֹת,lehalkot,ל - ק - ה,Verb,,hif'il,,,,"to whip, to hit",Verb – hif'il,https://www.pealim.com/dict/1013-lehalkot/,275
לְלַקֵּק,lelakek,ל - ק - ק,Verb,,pi'el,,,,to lick,Verb – pi'el,https://www.pealim.com/dict/1019-lelakek/,275
לִקְרַאת,likrat,-,Preposition,,,,,,"towards, forward to, for, in preparation to",Preposition,https://www.pealim.com/dict/6792-likrat/,275
